Valor,Indice
0,0
0.001,130
0.002,248
0.003,353
0.004,491
0.005,629
0.006,747
0.007,839
0.008,927
0.009,1128
0.01,1206
0.011,1330
0.012,1422
0.013,1559
0.014,1592
0.015,1749
0.016,1910
0.017,2031
0.018,2235
0.019,2181
0.02,2364
0.021,2452
0.022,2592
0.023,2673
0.024,2710
0.025,2946
0.026,2934
0.027,3079
0.028,3269
0.029,3337
0.03,3518
0.031,3579
0.032,3608
0.033,3808
0.034,3784
0.035,3889
0.036,4080
0.037,4100
0.038,4273
0.039,4299
0.04,4468
0.041,4496
0.042,4677
0.043,4763
0.044,4719
0.045,4993
0.046,4931
0.047,5172
0.048,5196
0.049,5233
0.05,5371
0.051,5404
0.052,5534
0.053,5641
0.054,5760
0.055,5624
0.056,5936
0.057,5881
0.058,6121
0.059,6187
0.06,6293
0.061,6360
0.062,6381
0.063,6498
0.064,6558
0.065,6578
0.066,6698
0.067,6825
0.068,6761
0.069,6996
0.07,7118
0.071,7192
0.072,7148
0.073,7405
0.074,7375
0.075,7303
0.076,7372
0.077,7422
0.078,7488
0.079,7718
0.08,7805
0.081,7873
0.082,7790
0.083,8037
0.084,8053
0.085,8147
0.086,8296
0.087,8288
0.088,8355
0.089,8290
0.09,8411
0.091,8412
0.092,8553
0.093,8573
0.094,8623
0.095,8717
0.096,8749
0.097,8792
0.098,8905
0.099,8894
0.1,8998
0.101,9018
0.102,9168
0.103,9195
0.104,9271
0.105,9190
0.106,9294
0.107,9456
0.108,9548
0.109,9612
0.11,9613
0.111,9675
0.112,9723
0.113,9628
0.114,9575
0.115,9939
0.116,9868
0.117,9879
0.118,9878
0.119,10023
0.12,9998
0.121,10105
0.122,10204
0.123,10289
0.124,10248
0.125,10294
0.126,10335
0.127,10203
0.128,10432
0.129,10459
0.13,10407
0.131,10579
0.132,10614
0.133,10538
0.134,10604
0.135,10656
0.136,10703
0.137,10659
0.138,10748
0.139,10915
0.14,10991
0.141,10886
0.142,10968
0.143,11006
0.144,10972
0.145,11074
0.146,11000
0.147,11216
0.148,11192
0.149,11157
0.15,11201
0.151,11276
0.152,11238
0.153,11323
0.154,11318
