Valor,Indice
0,125250
0.001,124878
0.002,124508
0.003,124104
0.004,123782
0.005,123389
0.006,123005
0.007,122698
0.008,122262
0.009,121883
0.01,121481
0.011,121153
0.012,120835
0.013,120411
0.014,120039
0.015,119741
0.016,119314
0.017,118833
0.018,118547
0.019,118160
0.02,117824
0.021,117507
0.022,116985
0.023,116694
0.024,116237
0.025,115971
0.026,115588
0.027,115219
0.028,114801
0.029,114385
0.03,114093
0.031,113643
0.032,113358
0.033,112941
0.034,112489
0.035,112244
0.036,111827
0.037,111585
0.038,110808
0.039,110492
0.04,110582
0.041,109984
0.042,109456
0.043,109139
0.044,108803
0.045,108445
0.046,108056
0.047,107895
0.048,107224
0.049,106897
0.05,106484
0.051,106136
0.052,105902
0.053,105387
0.054,104994
0.055,104687
0.056,104641
0.057,104159
0.058,103473
0.059,103049
0.06,102885
0.061,102460
0.062,101912
0.063,101720
0.064,101624
0.065,101064
0.066,100501
0.067,100302
0.068,99920
0.069,99491
0.07,98975
0.071,98901
0.072,98599
0.073,98100
0.074,97438
0.075,97287
0.076,96663
0.077,96310
0.078,96284
0.079,95877
0.08,95525
0.081,95194
0.082,94713
0.083,94154
0.084,93636
0.085,93552
0.086,93183
0.087,92926
0.088,92479
0.089,91969
0.09,91824
0.091,91251
0.092,91132
0.093,90608
0.094,90460
0.095,90064
0.096,89454
0.097,89481
0.098,89019
0.099,88227
0.1,87987
0.101,88032
0.102,87271
0.103,86945
0.104,86668
0.105,86192
0.106,85902
0.107,85389
0.108,85358
0.109,84958
0.11,84223
0.111,83807
0.112,83684
0.113,83335
0.114,82973
0.115,82369
0.116,82249
0.117,82104
0.118,81667
0.119,80889
0.12,81056
0.121,80637
0.122,80316
0.123,79704
0.124,79533
0.125,78538
0.126,78428
0.127,78069
0.128,78201
0.129,77396
0.13,77356
0.131,76928
0.132,76623
0.133,75841
0.134,76054
0.135,75519
0.136,75189
0.137,74682
0.138,74365
0.139,73921
0.14,73520
0.141,73082
0.142,73186
0.143,72431
0.144,72405
0.145,71551
0.146,71786
0.147,71336
0.148,71048
0.149,70098
0.15,70166
0.151,69609
0.152,69384
0.153,69321
0.154,68590
0.155,68125
0.156,67992
0.157,67829
0.158,67854
0.159,66970
0.16,66879
0.161,66299
0.162,65885
0.163,65966
0.164,65002
0.165,64977
0.166,64604
0.167,64440
0.168,64396
0.169,63939
0.17,63406
0.171,62699
0.172,62516
0.173,62252
0.174,61499
0.175,61774
0.176,60900
0.177,60861
0.178,60244
0.179,60145
0.18,59564
0.181,59579
0.182,59061
0.183,58877
0.184,58028
0.185,58419
0.186,57974
0.187,57300
0.188,57223
0.189,56998
0.19,56414
0.191,56305
0.192,55676
0.193,55342
0.194,55051
0.195,54742
0.196,54684
0.197,54246
0.198,53726
0.199,53627
0.2,53024
0.201,52811
0.202,52398
0.203,52192
0.204,51670
0.205,51614
0.206,51148
0.207,50669
0.208,50224
0.209,50192
0.21,49828
0.211,49213
0.212,49332
0.213,48994
0.214,48661
0.215,48314
0.216,47922
0.217,47556
0.218,47580
0.219,47032
0.22,46682
0.221,46643
0.222,46072
0.223,45634
0.224,45072
0.225,45160
0.226,44711
0.227,44091
0.228,44030
0.229,43479
0.23,43535
0.231,43268
0.232,42712
0.233,42912
0.234,42240
0.235,42002
0.236,41772
0.237,41289
0.238,41219
0.239,40785
0.24,40755
0.241,40326
0.242,40067
0.243,39820
0.244,39278
0.245,39012
0.246,38679
0.247,38438
0.248,38271
0.249,37796
0.25,37516
0.251,37325
0.252,36836
0.253,36542
0.254,35914
0.255,36388
0.256,35661
0.257,35290
0.258,35138
0.259,34929
0.26,34731
0.261,33991
0.262,33956
0.263,34042
0.264,34102
0.265,33544
0.266,32911
0.267,32599
0.268,32177
0.269,32009
0.27,31750
0.271,31654
0.272,31435
0.273,31215
0.274,30916
0.275,30374
0.276,29952
0.277,30062
0.278,29743
0.279,29267
0.28,29294
0.281,29290
0.282,28401
0.283,28291
0.284,28290
0.285,27387
0.286,27181
0.287,27243
0.288,27255
0.289,26677
0.29,26636
0.291,26538
0.292,25889
0.293,26284
0.294,25491
0.295,25146
0.296,25353
0.297,24622
0.298,24460
0.299,24355
0.3,23788
