Valor,Indice
0.32,125801
0.321,125695
0.322,125327
0.323,125524
0.324,125534
0.325,125819
0.326,125092
0.327,124917
0.328,124096
0.329,124583
0.33,124576
0.331,124475
0.332,124094
0.333,124007
0.334,123559
0.335,123457
0.336,123667
0.337,123038
0.338,122769
0.339,122253
0.34,122249
0.341,121838
0.342,121871
0.343,121832
0.344,122187
0.345,121655
0.346,120663
0.347,121039
0.348,121909
0.349,120835
0.35,120514
0.351,120182
0.352,120143
0.353,119815
0.354,119201
0.355,119136
0.356,118869
0.357,119359
0.358,118318
0.359,118538
0.36,117410
0.361,118081
0.362,117924
0.363,117453
0.364,116971
0.365,116640
0.366,116894
0.367,116488
0.368,115346
0.369,115501
0.37,115813
0.371,115317
0.372,114682
0.373,115102
0.374,114245
0.375,114655
0.376,113849
0.377,113613
0.378,112593
0.379,112932
0.38,113002
0.381,111921
0.382,111958
0.383,110983
0.384,111490
0.385,111362
0.386,110849
0.387,109818
0.388,109944
0.389,109845
0.39,109742
0.391,109092
0.392,109032
0.393,108836
0.394,108633
0.395,108126
0.396,108279
0.397,107399
0.398,107614
0.399,106853
0.4,106452
0.401,105928
0.402,105902
0.403,105057
0.404,105314
0.405,104699
0.406,104239
0.407,104209
0.408,103923
0.409,102723
0.41,103357
0.411,103153
0.412,102280
0.413,102495
0.414,101761
0.415,101560
0.416,100689
0.417,100876
0.418,100195
0.419,99445
0.42,99550
0.421,99198
0.422,98713
0.423,97824
0.424,97520
0.425,97819
0.426,97077
0.427,97165
0.428,95996
0.429,96927
0.43,96132
0.431,95076
0.432,94881
0.433,95164
0.434,93796
0.435,93339
0.436,93290
0.437,92345
0.438,92735
0.439,92225
0.44,91588
0.441,91891
0.442,90238
0.443,90611
0.444,90228
0.445,89413
0.446,89520
0.447,89169
0.448,88706
0.449,88393
0.45,87652
0.451,87688
0.452,86357
0.453,86623
0.454,86422
0.455,86509
0.456,85033
0.457,85439
0.458,84452
0.459,83936
0.46,83513
0.461,82746
0.462,82758
0.463,82502
0.464,82413
0.465,81339
0.466,80695
0.467,80335
0.468,79795
0.469,79606
0.47,79334
0.471,78943
0.472,78450
0.473,77763
0.474,77704
0.475,77178
0.476,76399
0.477,76148
0.478,76036
0.479,75907
0.48,75306
0.481,74681
0.482,74403
0.483,73289
0.484,73262
0.485,72858
0.486,72647
0.487,71571
0.488,71677
0.489,70943
0.49,70928
0.491,70724
0.492,69685
0.493,69351
0.494,68591
0.495,67779
0.496,68613
0.497,66837
0.498,67645
0.499,66749
0.5,66189
0.501,65401
0.502,65170
0.503,65005
0.504,64772
0.505,64009
0.506,63768
0.507,62900
0.508,62644
0.509,62051
0.51,61769
0.511,61134
0.512,60796
0.513,60362
0.514,59970
0.515,58730
0.516,59219
0.517,58435
0.518,58078
0.519,58059
0.52,57011
0.521,56920
0.522,55921
0.523,56044
0.524,55413
0.525,55397
0.526,54502
0.527,54296
0.528,53680
0.529,53428
0.53,53177
0.531,52579
0.532,51683
0.533,51691
0.534,51327
0.535,50363
0.536,50109
0.537,49653
0.538,49297
0.539,48966
0.54,49144
0.541,48513
0.542,46870
0.543,46464
0.544,47052
0.545,46059
0.546,45552
0.547,45335
0.548,45243
0.549,44542
0.55,44382
0.551,43678
0.552,43288
0.553,42836
0.554,42221
0.555,42080
0.556,41743
0.557,41239
0.558,40793
0.559,40110
0.56,40179
0.561,39594
0.562,38660
0.563,38961
0.564,38109
0.565,38159
0.566,37611
0.567,37253
0.568,36749
0.569,36126
0.57,36551
0.571,35378
0.572,35425
0.573,34688
0.574,34476
0.575,33513
0.576,34013
0.577,33497
0.578,33173
0.579,32452
0.58,32405
0.581,32148
0.582,31625
0.583,31390
0.584,31274
0.585,30342
0.586,30524
0.587,29653
0.588,29451
0.589,28628
0.59,28517
0.591,28658
0.592,28047
0.593,28179
0.594,27386
0.595,27151
0.596,26934
0.597,26597
0.598,26617
0.599,25978
0.6,25611
0.601,25248
0.602,25050
0.603,24806
0.604,24354
0.605,24195
0.606,24004
0.607,23922
0.608,23170
0.609,23302
0.61,23214
0.611,22879
0.612,22318
0.613,22193
0.614,21886
0.615,21742
0.616,21286
0.617,20863
0.618,20747
0.619,20747
0.62,20285
0.621,20255
0.622,19679
0.623,19247
0.624,19660
0.625,19219
0.626,18560
0.627,18885
0.628,18323
0.629,18324
0.63,17715
0.631,17826
0.632,17720
0.633,17631
0.634,16840
0.635,16901
0.636,16644
0.637,16645
0.638,16207
0.639,16539
0.64,15983
0.641,15689
0.642,15728
0.643,15280
0.644,15201
0.645,15240
0.646,14943
0.647,14543
0.648,14665
0.649,14387
0.65,14066
0.651,14149
0.652,13857
0.653,13542
0.654,13153
0.655,13473
0.656,13204
0.657,12781
0.658,12844
0.659,12692
0.66,12487
0.661,12638
0.662,12110
0.663,12247
0.664,12006
0.665,11962
0.666,11714
0.667,11215
0.668,11177
0.669,11263
0.67,10891
0.671,10859
0.672,10752
0.673,10663
0.674,10625
0.675,10208
0.676,10074
0.677,9856
0.678,10232
0.679,9639
0.68,9497
0.681,9573
0.682,9427
0.683,9352
0.684,9287
0.685,9136
0.686,8870
0.687,8917
0.688,8828
0.689,8708
0.69,8403
0.691,8264
0.692,8147
0.693,8320
0.694,7912
0.695,7870
0.696,7666
0.697,7569
0.698,7448
0.699,7507
0.7,7491
0.701,7360
0.702,7272
0.703,7220
0.704,7057
0.705,6832
0.706,6802
0.707,6672
0.708,6523
0.709,6446
0.71,6509
0.711,6249
0.712,6174
0.713,6069
0.714,6027
0.715,5984
0.716,5843
0.717,5820
0.718,5631
0.719,5610
0.72,5740
0.721,5360
0.722,5411
0.723,5292
0.724,5351
0.725,4988
0.726,5158
0.727,4921
0.728,5066
0.729,4920
0.73,4814
0.731,4616
0.732,4719
0.733,4556
0.734,4592
0.735,4553
0.736,4359
0.737,4299
0.738,4274
0.739,4148
0.74,4090
0.741,4151
0.742,4004
0.743,4042
0.744,3964
0.745,3769
0.746,3782
0.747,3619
0.748,3699
0.749,3600
0.75,3422
0.751,3487
0.752,3438
0.753,3247
0.754,3170
0.755,3221
0.756,3070
0.757,3082
0.758,3046
0.759,2930
0.76,3099
0.761,2879
0.762,2890
0.763,2763
0.764,2688
0.765,2696
0.766,2678
0.767,2600
0.768,2597
0.769,2589
0.77,2478
0.771,2497
0.772,2468
0.773,2374
0.774,2235
0.775,2279
0.776,2307
0.777,2163
0.778,2201
0.779,2184
0.78,2151
0.781,2104
0.782,2039
0.783,1919
0.784,1895
0.785,1861
0.786,1880
0.787,1886
0.788,1907
0.789,1817
0.79,1783
0.791,1711
0.792,1692
0.793,1600
0.794,1652
0.795,1605
0.796,1603
0.797,1505
0.798,1543
0.799,1517
0.8,1494
0.801,1429
0.802,1400
0.803,1370
0.804,1313
0.805,1317
0.806,1315
0.807,1225
0.808,1288
0.809,1202
0.81,1201
0.811,1118
0.812,1126
0.813,1110
0.814,1062
0.815,1101
0.816,1071
0.817,1009
0.818,1036
0.819,975
0.82,952
0.821,919
0.822,941
0.823,891
0.824,861
0.825,818
0.826,771
0.827,802
0.828,761
0.829,742
0.83,811
0.831,769
0.832,727
0.833,784
0.834,634
0.835,664
0.836,664
0.837,625
0.838,656
0.839,627
0.84,571
0.841,560
0.842,554
0.843,573
0.844,519
0.845,498
0.846,510
0.847,491
0.848,496
0.849,476
0.85,467
0.851,453
0.852,394
0.853,444
0.854,436
0.855,380
0.856,404
0.857,389
0.858,353
0.859,341
0.86,345
0.861,341
0.862,324
0.863,318
0.864,330
0.865,300
0.866,332
0.867,304
0.868,293
0.869,282
0.87,285
0.871,242
0.872,248
0.873,265
0.874,252
0.875,223
0.876,216
0.877,209
0.878,224
0.879,207
0.88,179
0.881,203
0.882,165
0.883,165
0.884,169
0.885,166
0.886,156
0.887,128
0.888,132
0.889,140
0.89,128
0.891,134
0.892,124
0.893,126
0.894,116
0.895,107
0.896,105
0.897,122
0.898,111
0.899,97
0.9,87
0.901,86
0.902,104
0.903,91
0.904,89
0.905,69
0.906,86
0.907,88
0.908,73
0.909,65
0.91,66
0.911,67
0.912,60
0.913,52
0.914,52
0.915,52
0.916,38
0.917,47
0.918,49
0.919,48
0.92,38
0.921,44
0.922,34
0.923,41
0.924,34
0.925,36
0.926,24
0.927,30
0.928,21
0.929,26
0.93,28
0.931,26
0.932,18
0.933,21
0.934,22
0.935,21
0.936,21
0.937,15
0.938,23
0.939,13
0.94,22
0.941,12
0.942,10
0.943,8
0.944,10
0.945,22
0.946,9
0.947,9
0.948,15
0.949,8
0.95,11
0.951,7
0.952,8
0.953,8
0.954,5
0.955,5
0.956,5
0.957,8
0.958,5
0.959,9
0.96,4
0.961,3
0.962,5
0.963,2
0.964,4
0.965,4
0.966,3
0.967,3
0.968,3
0.969,3
0.97,2
0.971,2
0.972,2
0.973,1
0.974,1
0.975,2
0.976,1
0.977,2
0.978,1
0.979,1
0.98,1
0.981,1
0.982,1
0.983,2
0.984,1
0.985,2
0.986,1
0.987,1
0.988,1
0.989,1
0.99,1
0.991,1
0.992,1
0.993,1
0.994,1
0.995,1
0.996,1
0.997,1
0.998,1
0.999,1
1,1
