Valor,Indice
0,62500
0.001,62351
0.002,62237
0.003,62122
0.004,61996
0.005,61888
0.006,61729
0.007,61641
0.008,61470
0.009,61403
0.01,61225
0.011,61098
0.012,60981
0.013,60931
0.014,60737
0.015,60629
0.016,60519
0.017,60488
0.018,60246
0.019,60150
0.02,59994
0.021,59922
0.022,59750
0.023,59593
0.024,59550
0.025,59339
0.026,59252
0.027,59167
0.028,59043
0.029,58872
0.03,58826
0.031,58698
0.032,58485
0.033,58398
0.034,58240
0.035,58114
0.036,57970
0.037,57982
0.038,57778
0.039,57518
0.04,57532
0.041,57314
0.042,57085
0.043,57169
0.044,57099
0.045,56941
0.046,56708
0.047,56586
0.048,56583
0.049,56478
0.05,56300
0.051,55994
0.052,56061
0.053,55868
0.054,55729
0.055,55590
0.056,55504
0.057,55320
0.058,55238
0.059,55140
0.06,54952
0.061,54919
0.062,54689
0.063,54764
0.064,54514
0.065,54254
0.066,54246
0.067,54251
0.068,53975
0.069,53958
0.07,53918
0.071,53648
0.072,53483
0.073,53423
0.074,53300
0.075,53180
0.076,53089
0.077,52809
0.078,52954
0.079,52820
0.08,52572
0.081,52396
0.082,52142
0.083,52016
0.084,52083
0.085,51731
0.086,51749
0.087,51657
0.088,51530
0.089,51306
0.09,51437
0.091,51085
0.092,51166
0.093,50853
0.094,50819
0.095,50677
0.096,50549
0.097,50499
0.098,50177
0.099,49972
0.1,49986
0.101,49921
0.102,49891
0.103,49654
0.104,49648
0.105,49343
0.106,49181
0.107,49319
0.108,49132
0.109,48851
0.11,48893
0.111,48685
0.112,48558
0.113,48436
0.114,48512
0.115,48441
0.116,47908
0.117,47780
0.118,47750
0.119,47667
0.12,47783
0.121,47583
0.122,47227
0.123,47322
0.124,47280
0.125,46851
0.126,46601
0.127,46741
0.128,46410
0.129,46452
0.13,46513
0.131,46351
0.132,46077
0.133,45796
0.134,45621
0.135,45681
0.136,45614
0.137,45551
0.138,45279
0.139,45291
0.14,45324
0.141,44927
0.142,45193
0.143,44908
0.144,44659
0.145,44443
0.146,44366
0.147,44367
0.148,43879
0.149,44035
0.15,43741
0.151,43869
0.152,43679
0.153,43475
0.154,43429
0.155,43281
0.156,43279
0.157,43069
0.158,43044
0.159,42613
0.16,42655
0.161,42489
0.162,42304
0.163,42228
0.164,42044
0.165,41952
0.166,41906
0.167,41828
0.168,41579
0.169,41428
0.17,41309
0.171,41537
0.172,41270
0.173,41186
0.174,41005
0.175,40661
0.176,40817
0.177,40457
0.178,40395
0.179,40424
0.18,40197
0.181,39708
0.182,39890
0.183,39783
0.184,39585
0.185,39525
0.186,39563
0.187,39518
0.188,39264
0.189,39029
0.19,38841
0.191,38708
0.192,38812
0.193,38404
0.194,38360
0.195,38206
0.196,38291
0.197,37972
0.198,38246
0.199,37650
0.2,37699
0.201,37442
0.202,37577
0.203,37286
